"lower","median","upper","sd","id","cells","lic.status"
0.004735238571415,0.00683158503016363,0.0104616816626465,0.00148164274077425,"HV01","CD8+ TEMRA","Licensed"
0.00410683301868351,0.00581138665393001,0.00874630931388198,0.00116947393638559,"HV01","CD8+ TEMRA","Unlicensed"
0.00490153764527978,0.00918089040784679,0.0171564424590033,0.00311972187285506,"HV01","CD8+ TCM","Licensed"
0.00221068645790792,0.00276392442313973,0.00373492967170757,0.000385781955593219,"HV02","CD8+ TEMRA","Licensed"
0.00546175722595692,0.00647274431782506,0.00782703644301964,0.000608806869872395,"HV02","CD8+ TEMRA","Unlicensed"
0.00190625951279284,0.00317406158150124,0.00548808409547016,0.000934170263870737,"HV04","CD8+ TCM","KIR Negative"
0.00246450413332088,0.0035350304853053,0.00535178395458912,0.000762340672077205,"HV04","CD8+ TEMRA","KIR Negative"
0.00469504456001705,0.0061000779645291,0.00928181073745513,0.00121391649614384,"HV07","CD8+ TCM","Licensed"
0.00419577569062377,0.00551857126553925,0.00813930729258887,0.00101921621182661,"HV07","CD8+ TCM","KIR Negative"
0.00179880802309347,0.00281138577465057,0.00465442802334935,0.000738811755584018,"HV07","CD8+ TEMRA","Licensed"
0.00145514496973664,0.00234546791851749,0.00427991485604604,0.000721306031321853,"HV07","CD8+ TEMRA","KIR Negative"
0.00543650502859469,0.006854569319068,0.00918643472649733,0.000957077253331685,"HV08","CD8+ TEMRA","Licensed"
0.00529200884136057,0.00659315480064382,0.00877117900753444,0.000883949825015507,"HV08","CD8+ TEMRA","Unlicensed"
0.00259050435856256,0.00345507235849308,0.00490540838050269,0.000596209040532402,"HV10","CD8+ TEMRA","Licensed"
0.00422048699486456,0.0056871283621134,0.00810100164823388,0.00101447323199419,"HV10","CD8+ TEMRA","Unlicensed"
0.0124245513202079,0.0154363016889684,0.0196830931453029,0.00185443462145032,"HV10","CD8+ TCM","Licensed"
0.00562586936422397,0.00676387931512799,0.00877424277803262,0.000826060034325926,"HV12","CD8+ TCM","Licensed"
0.00557286870837197,0.00666787568712573,0.00887554347483493,0.0008569976183177,"HV12","CD8+ TCM","KIR Negative"
0.00203971377611166,0.00283506860365094,0.00493632581189722,0.000769154443427533,"HV12","CD8+ TEMRA","Licensed"
0.00205631734519049,0.00279984468556806,0.00478433933064277,0.000701913083891319,"HV12","CD8+ TEMRA","KIR Negative"
