"lower","median","upper","sd","id","cells","lic.status"
0.00222085431337453,0.0109674856403744,0.0444260472933771,0.0114555700419477,"HV07","CD8+ TEMRA","KIR Negative"
0.00339380332610466,0.00884301124188993,0.0174320752048787,0.00354969038674508,"HV08","CD8+ TEMRA","Licensed"
0.00425329221046952,0.00975960844968661,0.0180822148434747,0.0034939335398167,"HV08","CD8+ TEMRA","Unlicensed"
0.00200783413605491,0.00781168223729643,0.0187473296751646,0.00438439200213527,"HV10","CD8+ TEMRA","Licensed"
0.00361962622244355,0.0112122658398396,0.0225376431963461,0.00488308810988405,"HV10","CD8+ TEMRA","Unlicensed"
0.0269426915376178,0.035998316636597,0.0483240376704893,0.00542967915590438,"HV10","CD8+ TCM","Licensed"
0.00111464462995951,0.00420240456721462,0.0103605243683063,0.00240359867120162,"HV12","CD8+ TCM","Licensed"
0.000742987514430785,0.00317870089469152,0.00948509757809097,0.00227616765160873,"HV12","CD8+ TCM","KIR Negative"
0.000951531375729063,0.00453215663861317,0.0174945271286367,0.00445958742476354,"HV12","CD8+ TEMRA","Licensed"
0.00099454860965875,0.00458009564194414,0.0166389207482425,0.00415611878207083,"HV12","CD8+ TEMRA","KIR Negative"
